Age,Gender,Category,Purchase Amount (USD),Size,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
62,Female,Clothing,27,XL,Spring,4.9,No,Store Pickup,No,No,7,Cash,Quarterly
48,Female,Clothing,26,L,Summer,4.6,No,2-Day Shipping,No,No,32,PayPal,Every 3 Months
62,Female,Footwear,82,M,Spring,3.6,No,Store Pickup,No,No,43,Credit Card,Quarterly
22,Female,Clothing,28,M,Winter,4.3,No,Express,No,No,15,Cash,Monthly
48,Female,Accessories,65,M,Fall,4.6,No,Standard,No,No,48,Bank Transfer,Annually
48,Female,Clothing,82,XL,Winter,4.7,No,Store Pickup,No,No,35,Credit Card,Weekly
62,Female,Accessories,38,M,Winter,3.5,No,Free Shipping,No,No,41,PayPal,Quarterly
24,Female,Clothing,33,XL,Spring,2.8,No,Free Shipping,No,No,14,Cash,Weekly
39,Female,Footwear,38,M,Summer,4,No,Free Shipping,No,No,22,PayPal,Monthly
35,Female,Accessories,48,M,Spring,4.3,No,Store Pickup,No,No,16,Venmo,Every 3 Months
47,Female,Footwear,35,M,Summer,3.8,No,Standard,No,No,2,Bank Transfer,Bi-Weekly
22,Female,Clothing,29,L,Fall,3,No,Next Day Air,No,No,13,PayPal,Every 3 Months
38,Female,Clothing,48,S,Fall,4.6,No,Next Day Air,No,No,38,Debit Card,Fortnightly
53,Female,Footwear,87,M,Fall,4.8,No,Standard,No,No,43,Bank Transfer,Weekly
31,Female,Accessories,62,M,Fall,4.7,No,Next Day Air,No,No,26,Bank Transfer,Quarterly
31,Female,Clothing,96,M,Spring,3.9,No,Free Shipping,No,No,39,Cash,Weekly
65,Female,Accessories,41,S,Fall,4,No,Next Day Air,No,No,50,Venmo,Monthly
48,Female,Accessories,42,L,Winter,3.7,No,2-Day Shipping,No,No,40,Bank Transfer,Every 3 Months
18,Female,Clothing,57,L,Winter,3.7,No,2-Day Shipping,No,No,12,Cash,Fortnightly
46,Female,Accessories,65,S,Spring,4.2,No,Store Pickup,No,No,33,Credit Card,Every 3 Months
52,Female,Clothing,54,M,Fall,4.7,No,Standard,No,No,49,Bank Transfer,Weekly
50,Female,Clothing,22,L,Winter,4.3,No,Next Day Air,No,No,43,Venmo,Bi-Weekly
49,Female,Footwear,96,S,Fall,4.9,No,2-Day Shipping,No,No,14,Venmo,Monthly
69,Female,Accessories,81,M,Summer,3.9,No,2-Day Shipping,No,No,21,Credit Card,Every 3 Months
36,Female,Clothing,46,M,Fall,3.4,No,Free Shipping,No,No,31,Debit Card,Quarterly
30,Female,Clothing,74,XL,Spring,4.2,No,Store Pickup,No,No,29,Credit Card,Fortnightly
25,Female,Footwear,50,XL,Winter,4.7,No,Express,No,No,32,Cash,Monthly
19,Female,Clothing,80,XL,Winter,4,No,Next Day Air,No,No,16,Debit Card,Bi-Weekly
34,Female,Footwear,56,S,Summer,4,No,Free Shipping,No,No,38,PayPal,Bi-Weekly
29,Female,Clothing,69,M,Winter,3.1,No,Next Day Air,No,No,34,Debit Card,Every 3 Months
50,Female,Clothing,97,M,Spring,4.2,No,Standard,No,No,30,PayPal,Quarterly
31,Female,Clothing,66,M,Winter,3.7,No,Next Day Air,No,No,14,Bank Transfer,Fortnightly
41,Female,Accessories,70,S,Spring,3.1,No,Express,No,No,33,Bank Transfer,Monthly
52,Female,Footwear,50,M,Winter,3.7,No,Store Pickup,No,No,35,Venmo,Weekly
27,Female,Clothing,85,M,Spring,3.2,No,Store Pickup,No,No,13,Cash,Quarterly
49,Female,Accessories,59,M,Summer,2.8,No,Standard,No,No,30,Cash,Fortnightly
69,Female,Clothing,74,L,Summer,2.9,No,Free Shipping,No,No,30,Credit Card,Monthly
45,Female,Accessories,38,L,Winter,3.5,No,Standard,No,No,47,Bank Transfer,Annually
20,Female,Clothing,99,M,Spring,3.8,No,Express,No,No,1,PayPal,Every 3 Months
25,Female,Clothing,97,S,Spring,4.7,No,Free Shipping,No,No,1,Cash,Weekly
38,Female,Accessories,67,L,Summer,4.5,No,Free Shipping,No,No,33,PayPal,Annually
55,Female,Clothing,20,S,Winter,3.9,No,Next Day Air,No,No,43,Bank Transfer,Weekly
62,Female,Accessories,45,L,Spring,3.4,No,Express,No,No,37,PayPal,Weekly
54,Female,Footwear,52,XL,Winter,4.6,No,2-Day Shipping,No,No,23,Cash,Quarterly
61,Female,Clothing,68,L,Fall,4.6,No,Standard,No,No,12,Credit Card,Annually
50,Female,Footwear,98,L,Fall,4.7,No,Standard,No,No,30,Venmo,Fortnightly
65,Female,Footwear,83,M,Fall,3.2,No,Express,No,No,7,Cash,Weekly
68,Female,Clothing,51,M,Summer,5,No,Express,No,No,20,Debit Card,Monthly
55,Female,Accessories,21,L,Spring,4.5,No,Express,No,No,10,Venmo,Monthly
57,Female,Accessories,92,M,Spring,3.5,No,Standard,No,No,40,Credit Card,Every 3 Months
56,Female,Footwear,63,S,Spring,4.5,No,Store Pickup,No,No,21,Venmo,Monthly
29,Female,Accessories,56,S,Spring,3.2,No,Express,No,No,17,Credit Card,Bi-Weekly
24,Female,Clothing,95,M,Spring,4.6,No,Free Shipping,No,No,5,Bank Transfer,Weekly
59,Female,Clothing,66,M,Winter,4,No,Next Day Air,No,No,22,PayPal,Annually
62,Female,Outerwear,28,S,Spring,4.2,No,Express,No,No,5,Venmo,Weekly
58,Female,Accessories,83,M,Winter,4.1,No,Standard,No,No,18,PayPal,Every 3 Months
64,Female,Clothing,55,XL,Fall,3.6,No,2-Day Shipping,No,No,42,Cash,Every 3 Months
48,Female,Footwear,28,M,Spring,3.7,No,2-Day Shipping,No,No,22,Debit Card,Annually
60,Female,Accessories,79,M,Summer,3.6,No,Free Shipping,No,No,37,Bank Transfer,Bi-Weekly
52,Female,Accessories,31,L,Summer,3.8,No,Standard,No,No,23,Credit Card,Annually
63,Female,Clothing,37,M,Fall,3,No,Standard,No,No,47,Debit Card,Fortnightly
44,Female,Clothing,34,M,Summer,3.4,No,2-Day Shipping,No,No,11,Bank Transfer,Fortnightly
63,Female,Footwear,74,S,Winter,4.8,No,Standard,No,No,32,Cash,Weekly
66,Female,Accessories,31,L,Spring,2.6,No,Store Pickup,No,No,20,Venmo,Weekly
22,Female,Accessories,66,M,Winter,2.9,No,Next Day Air,No,No,3,PayPal,Quarterly
62,Female,Footwear,99,M,Spring,4.9,No,Free Shipping,No,No,32,Bank Transfer,Weekly
39,Female,Clothing,55,M,Spring,5,No,Free Shipping,No,No,5,Credit Card,Fortnightly
25,Female,Clothing,23,L,Spring,4.6,No,Next Day Air,No,No,45,Cash,Quarterly
70,Female,Clothing,88,M,Fall,4.2,No,Express,No,No,43,Cash,Bi-Weekly
52,Female,Outerwear,26,M,Summer,4.9,No,Next Day Air,No,No,1,PayPal,Every 3 Months
68,Female,Accessories,94,L,Summer,4.8,No,Standard,No,No,9,Venmo,Quarterly
18,Female,Clothing,25,M,Fall,3,No,Next Day Air,No,No,13,Venmo,Every 3 Months
18,Female,Clothing,96,XL,Fall,3.5,No,Express,No,No,5,Credit Card,Annually
63,Female,Footwear,29,L,Spring,3.4,No,Standard,No,No,39,Credit Card,Fortnightly
47,Female,Footwear,36,M,Winter,3.4,No,Free Shipping,No,No,7,Bank Transfer,Weekly
43,Female,Clothing,90,M,Summer,4.9,No,Standard,No,No,8,Credit Card,Every 3 Months
60,Female,Accessories,38,S,Summer,4.4,No,Free Shipping,No,No,40,Venmo,Annually
49,Female,Accessories,52,S,Spring,4.2,No,Store Pickup,No,No,35,PayPal,Monthly
28,Female,Clothing,88,S,Spring,3.1,No,Next Day Air,No,No,14,Venmo,Monthly
32,Female,Accessories,56,S,Summer,4,No,Next Day Air,No,No,26,Credit Card,Monthly
29,Female,Footwear,71,M,Spring,4.8,No,Next Day Air,No,No,14,PayPal,Quarterly
35,Female,Footwear,94,M,Fall,3.3,No,Express,No,No,,Bank Transfer,Fortnightly
23,Female,Clothing,97,XL,Winter,4.7,No,Standard,No,No,32,Debit Card,Annually
70,Female,Clothing,27,M,Summer,3.2,No,Standard,No,No,15,Bank Transfer,Every 3 Months
23,Female,Clothing,28,M,Spring,5,No,Standard,No,No,25,Credit Card,Monthly
43,Female,Clothing,67,L,Fall,4.9,No,Free Shipping,No,No,27,PayPal,Monthly
29,Female,Clothing,70,M,Fall,4.9,No,Express,No,No,39,Bank Transfer,Quarterly
61,Female,Outerwear,95,M,Fall,3.7,No,Express,No,No,49,Venmo,Bi-Weekly
29,Female,Footwear,24,L,Spring,3,No,Express,No,No,12,Venmo,Bi-Weekly
66,Female,Accessories,35,S,Winter,2.6,No,Standard,No,No,13,Bank Transfer,Weekly
46,Female,Footwear,22,L,Winter,2.6,No,Standard,No,No,22,Bank Transfer,Quarterly
34,Female,Accessories,66,L,Fall,4.8,No,Standard,No,No,19,Credit Card,Every 3 Months
51,Female,Clothing,83,M,Summer,3.2,No,2-Day Shipping,No,No,3,Cash,Bi-Weekly
26,Female,Clothing,95,M,Fall,4.9,No,Next Day Air,No,No,50,Credit Card,Weekly
23,Female,Clothing,41,S,Summer,3.4,No,2-Day Shipping,No,No,15,PayPal,Annually
52,Female,Clothing,77,L,Summer,2.7,No,Store Pickup,No,No,44,Credit Card,Every 3 Months
39,Female,Footwear,52,L,Fall,4.8,No,Express,No,No,48,Debit Card,Monthly
39,Female,Accessories,41,XL,Winter,4.1,No,Standard,No,No,4,Venmo,Bi-Weekly
33,Female,Clothing,28,M,Winter,4.6,No,Store Pickup,No,No,12,PayPal,Bi-Weekly
33,Female,Clothing,90,S,Summer,4.4,No,Standard,No,No,33,Debit Card,Annually
23,Female,Accessories,55,M,Spring,3.5,No,2-Day Shipping,No,No,40,Cash,Annually
31,Female,Accessories,73,M,Spring,4.8,No,Next Day Air,No,No,38,Cash,Every 3 Months
27,Female,Clothing,87,M,Fall,2.9,No,2-Day Shipping,No,No,19,Venmo,Every 3 Months
48,Female,Outerwear,89,M,Winter,3.2,No,2-Day Shipping,No,No,38,Bank Transfer,Quarterly
61,Female,Footwear,82,L,Spring,4.4,No,2-Day Shipping,No,No,18,Venmo,Fortnightly
63,Female,Footwear,80,M,Spring,4.6,No,Next Day Air,No,No,24,PayPal,Monthly
19,Female,Accessories,87,L,Summer,2.6,No,2-Day Shipping,No,No,29,Venmo,Quarterly
21,Female,Clothing,41,M,Spring,3.1,No,Store Pickup,No,No,14,PayPal,Annually
28,Female,Clothing,83,M,Spring,4.3,No,Standard,No,No,44,Cash,Fortnightly
29,Female,Accessories,71,M,Summer,3.1,No,Standard,No,No,18,Bank Transfer,Quarterly
23,Female,Clothing,76,XL,Spring,4.6,No,Store Pickup,No,No,19,Bank Transfer,Bi-Weekly
37,Female,Accessories,34,S,Spring,4.6,No,Express,No,No,4,Cash,Weekly
67,Female,Clothing,81,XL,Spring,2.7,No,Free Shipping,No,No,25,Cash,Bi-Weekly
34,Female,Clothing,47,M,Summer,3,No,Next Day Air,No,No,3,PayPal,Monthly
58,Female,Clothing,36,S,Summer,3.3,No,Store Pickup,No,No,40,Debit Card,Quarterly
45,Female,Clothing,51,M,Spring,2.7,No,Free Shipping,No,No,5,Cash,Weekly
63,Female,Clothing,86,M,Fall,3.3,No,Standard,No,No,17,Debit Card,Annually
68,Female,Clothing,41,M,Fall,4.3,No,Store Pickup,No,No,36,Bank Transfer,Every 3 Months
41,Female,Footwear,90,XL,Fall,4.8,No,Express,No,No,41,Venmo,Annually
50,Female,Accessories,93,L,Fall,3.3,No,Standard,No,No,20,Venmo,Bi-Weekly
24,Female,Accessories,56,M,Fall,4.3,No,Next Day Air,No,No,2,Cash,Every 3 Months
21,Female,Clothing,39,M,Summer,3,No,2-Day Shipping,No,No,31,Debit Card,Monthly
18,Female,Outerwear,86,XL,Fall,4.8,No,2-Day Shipping,No,No,23,Bank Transfer,Fortnightly
63,Female,Clothing,82,M,Spring,2.9,No,Standard,No,No,30,Credit Card,Annually
47,Female,Footwear,29,M,Summer,3.6,No,Standard,No,No,26,Cash,Every 3 Months
58,Female,Accessories,27,M,Fall,3.5,No,Store Pickup,No,No,40,Venmo,Annually
46,Female,Accessories,25,L,Spring,4.7,No,2-Day Shipping,No,No,19,Bank Transfer,Annually
35,Female,Clothing,31,M,Winter,4.4,No,Free Shipping,No,No,4,Credit Card,Monthly
42,Female,Clothing,23,L,Winter,3.3,No,Store Pickup,No,No,33,Debit Card,Fortnightly
48,Female,Accessories,47,M,Fall,4.3,No,Express,No,No,29,Debit Card,Monthly
28,Female,Accessories,67,M,Fall,4,No,2-Day Shipping,No,No,47,PayPal,Bi-Weekly
44,Female,Accessories,75,S,Winter,4.9,No,2-Day Shipping,No,No,50,Venmo,Weekly
60,Female,Footwear,82,M,Summer,2.9,No,Express,No,No,28,Credit Card,Fortnightly
38,Female,Footwear,32,XL,Summer,4,No,2-Day Shipping,No,No,5,Cash,Fortnightly
46,Female,Clothing,41,M,Fall,4.3,No,Store Pickup,No,No,12,Credit Card,Annually
39,Female,Accessories,89,M,Winter,2.7,No,2-Day Shipping,No,No,4,PayPal,Weekly
22,Female,Accessories,82,XL,Fall,5,No,Store Pickup,No,No,22,Bank Transfer,Bi-Weekly
44,Female,Accessories,99,L,Winter,4.4,No,Express,No,No,32,PayPal,Weekly
69,Female,Clothing,98,L,Fall,3.5,No,Express,No,No,32,Venmo,Quarterly
39,Female,Accessories,54,M,Winter,3.3,No,Next Day Air,No,No,48,Cash,Every 3 Months
53,Female,Clothing,88,L,Summer,3.8,No,Free Shipping,No,No,35,Credit Card,Monthly
52,Female,Clothing,43,L,Summer,4.5,No,Standard,No,No,44,Debit Card,Fortnightly
65,Female,Accessories,73,M,Winter,4.8,No,Store Pickup,No,No,29,Cash,Weekly
48,Female,Accessories,50,M,Fall,2.9,No,Store Pickup,No,No,26,Credit Card,Monthly
27,Female,Footwear,73,L,Spring,3.2,No,Express,No,No,3,Debit Card,Quarterly
39,Female,Accessories,51,M,Spring,2.8,No,Free Shipping,No,No,1,Bank Transfer,Bi-Weekly
59,Female,Clothing,22,M,Winter,3.3,No,Standard,No,No,17,PayPal,Annually
52,Female,Footwear,32,L,Fall,3.3,No,Free Shipping,No,No,17,Credit Card,Fortnightly
50,Female,Footwear,38,L,Summer,4.2,No,2-Day Shipping,No,No,36,Cash,Weekly
32,Female,Footwear,66,L,Winter,3.6,No,Express,No,No,32,Credit Card,Fortnightly
40,Female,Accessories,20,M,Spring,4.6,No,Express,No,No,50,PayPal,Bi-Weekly
26,Female,Outerwear,44,M,Summer,3.6,No,2-Day Shipping,No,No,39,Venmo,Annually
47,Female,Accessories,31,L,Spring,4,No,Next Day Air,No,No,17,PayPal,Monthly
51,Female,Outerwear,45,M,Fall,2.7,No,Free Shipping,No,No,39,Bank Transfer,Every 3 Months
47,Female,Clothing,71,L,Summer,4.4,No,Store Pickup,No,No,5,PayPal,Annually
53,Female,Accessories,96,XL,Fall,3.2,No,Standard,No,No,47,Debit Card,Annually
35,Female,Clothing,32,M,Winter,2.6,No,Next Day Air,No,No,18,Venmo,Weekly
38,Female,Accessories,90,L,Summer,3.4,No,Free Shipping,No,No,31,Credit Card,Every 3 Months
69,Female,Accessories,68,M,Spring,5,No,2-Day Shipping,No,No,39,Debit Card,Fortnightly
47,Female,Clothing,45,M,Winter,2.9,No,Store Pickup,No,No,12,Bank Transfer,Weekly
31,Female,Clothing,67,M,Winter,5,No,Free Shipping,No,No,45,Cash,Bi-Weekly
68,Female,Clothing,57,M,Fall,4.4,No,Standard,No,No,33,Credit Card,Fortnightly
51,Female,Clothing,60,M,Summer,3.5,No,2-Day Shipping,No,No,3,PayPal,Annually
20,Female,Accessories,32,M,Spring,3.8,No,Express,No,No,5,Venmo,Every 3 Months
27,Female,Accessories,29,S,Fall,3.8,No,Store Pickup,No,No,23,Debit Card,Monthly
67,Female,Outerwear,20,M,Spring,3.9,No,Next Day Air,No,No,39,Credit Card,Fortnightly
21,Female,Accessories,98,M,Winter,3.3,No,Next Day Air,No,No,10,Credit Card,Annually
20,Female,Clothing,27,M,Fall,2.9,No,Next Day Air,No,No,4,Credit Card,Bi-Weekly
35,Female,Outerwear,67,XL,Spring,3.7,No,2-Day Shipping,No,No,18,Credit Card,Monthly
58,Female,Footwear,82,L,Winter,3.7,No,Express,No,No,1,Debit Card,Every 3 Months
28,Female,Clothing,72,M,Fall,4.6,No,Standard,No,No,18,PayPal,Fortnightly
27,Female,Footwear,77,S,Fall,4.9,No,Store Pickup,No,No,46,Bank Transfer,Annually
19,Female,Footwear,74,L,Winter,3.1,No,2-Day Shipping,No,No,13,Bank Transfer,Fortnightly
63,Female,Footwear,39,S,Winter,3.5,No,Next Day Air,No,No,5,Credit Card,Fortnightly
69,Female,Clothing,80,M,Spring,4.9,No,Next Day Air,No,No,11,Debit Card,Weekly
65,Female,Accessories,59,M,Summer,4.4,No,Express,No,No,49,Credit Card,Weekly
63,Female,Outerwear,68,M,Fall,4.4,No,Store Pickup,No,No,1,Debit Card,Fortnightly
28,Female,Clothing,77,M,Fall,3.4,No,Next Day Air,No,No,11,Credit Card,Quarterly
67,Female,Accessories,50,M,Winter,3,No,2-Day Shipping,No,No,47,Cash,Every 3 Months
51,Female,Clothing,45,L,Fall,2.6,No,Next Day Air,No,No,20,Venmo,Monthly
59,Female,Clothing,71,XL,Summer,3.2,No,Store Pickup,No,No,18,Venmo,Annually
25,Female,Clothing,52,S,Fall,4.6,No,Store Pickup,No,No,43,PayPal,Quarterly
31,Female,Footwear,50,S,Winter,3.8,No,Free Shipping,No,No,4,PayPal,Every 3 Months
62,Female,Accessories,66,L,Summer,4.8,No,2-Day Shipping,No,No,20,Venmo,Quarterly
51,Female,Footwear,81,S,Fall,4.5,No,Free Shipping,No,No,7,PayPal,Monthly
32,Female,Clothing,28,M,Summer,4.2,No,2-Day Shipping,No,No,31,Bank Transfer,Fortnightly
35,Female,Accessories,65,M,Winter,2.7,No,2-Day Shipping,No,No,41,Venmo,Fortnightly
70,Female,Accessories,80,M,Winter,4.5,No,Express,No,No,3,Bank Transfer,Monthly
19,Female,Accessories,94,S,Spring,4.9,No,Free Shipping,No,No,,PayPal,Monthly
32,Female,Accessories,30,M,Fall,2.8,No,Standard,No,No,43,Cash,Annually
56,Female,Clothing,45,S,Fall,3.5,No,Standard,No,No,29,Bank Transfer,Fortnightly
53,Female,Outerwear,91,M,Summer,2.5,No,Store Pickup,No,No,5,Cash,Bi-Weekly
22,Female,Accessories,36,S,Winter,2.9,No,Standard,No,No,30,Debit Card,Quarterly
26,Female,Accessories,73,XL,Fall,4.2,No,Next Day Air,No,No,33,Debit Card,Monthly
42,Female,Clothing,60,M,Fall,4.6,No,Store Pickup,No,No,46,Venmo,Bi-Weekly
30,Female,Clothing,77,M,Winter,3,No,Free Shipping,No,No,17,Venmo,Fortnightly
29,Female,Clothing,86,L,Spring,4.4,No,Free Shipping,No,No,47,Credit Card,Bi-Weekly
47,Female,Clothing,42,L,Summer,2.6,No,Standard,No,No,17,Cash,Bi-Weekly
59,Female,Footwear,70,M,Spring,4.8,No,Free Shipping,No,No,17,Cash,Bi-Weekly
34,Female,Clothing,44,L,Summer,2.9,No,Next Day Air,No,No,28,Bank Transfer,Every 3 Months
52,Female,Accessories,91,L,Spring,3,No,Next Day Air,No,No,8,Cash,Monthly
47,Female,Accessories,30,L,Fall,4.5,No,Standard,No,No,8,Bank Transfer,Quarterly
24,Female,Clothing,23,S,Fall,3.7,No,Store Pickup,No,No,4,Bank Transfer,Bi-Weekly
63,Female,Footwear,21,XL,Summer,4.8,No,Next Day Air,No,No,24,PayPal,Weekly
59,Female,Outerwear,34,L,Spring,4.8,No,Free Shipping,No,No,29,Cash,Fortnightly
66,Female,Clothing,46,M,Summer,4.7,No,2-Day Shipping,No,No,10,Venmo,Weekly
45,Female,Clothing,41,M,Winter,2.6,No,Express,No,No,11,PayPal,Bi-Weekly
38,Female,Clothing,33,M,Fall,4.6,No,Standard,No,No,18,Bank Transfer,Fortnightly
63,Female,Clothing,48,L,Fall,3.4,No,Next Day Air,No,No,26,Bank Transfer,Annually
55,Female,Clothing,66,L,Winter,3,No,Standard,No,No,39,Cash,Weekly
25,Female,Clothing,54,XL,Spring,4,No,2-Day Shipping,No,No,4,Venmo,Annually
51,Female,Accessories,55,M,Fall,2.6,No,Store Pickup,No,No,24,Bank Transfer,Weekly
28,Female,Accessories,84,XL,Summer,3.4,No,Store Pickup,No,No,2,Bank Transfer,Every 3 Months
46,Female,Footwear,66,M,Spring,4.5,No,Store Pickup,No,No,36,Cash,Annually
58,Female,Footwear,65,M,Spring,2.7,No,Store Pickup,No,No,36,Venmo,Weekly
30,Female,Footwear,83,S,Fall,2.9,No,Standard,No,No,23,PayPal,Every 3 Months
68,Female,Accessories,61,L,Winter,4,No,Store Pickup,No,No,36,Credit Card,Quarterly
28,Female,Clothing,65,L,Summer,3.2,No,Free Shipping,No,No,2,Debit Card,Annually
26,Female,Footwear,55,M,Spring,4,No,Store Pickup,No,No,17,Cash,Bi-Weekly
35,Female,Accessories,79,M,Fall,3.4,No,2-Day Shipping,No,No,19,Venmo,Weekly
40,Female,Clothing,96,M,Fall,4.9,No,Express,No,No,41,PayPal,Monthly
31,Female,Clothing,43,M,Fall,3.6,No,Free Shipping,No,No,27,PayPal,Quarterly
60,Female,Accessories,40,M,Summer,3.6,No,2-Day Shipping,No,No,32,Bank Transfer,Fortnightly
69,Female,Accessories,62,XL,Fall,3.2,No,Free Shipping,No,No,33,Cash,Annually
51,Female,Clothing,72,M,Spring,3.7,No,2-Day Shipping,No,No,24,PayPal,Quarterly
49,Female,Footwear,87,M,Spring,2.6,No,Express,No,No,31,Debit Card,Every 3 Months
18,Female,Accessories,31,S,Winter,3.9,No,Express,No,No,35,Credit Card,Weekly
63,Female,Accessories,34,S,Fall,3.4,No,Free Shipping,No,No,,Bank Transfer,Monthly
57,Female,Clothing,53,M,Fall,3.4,No,Next Day Air,No,No,42,Debit Card,Every 3 Months
45,Female,Clothing,85,XL,Summer,4.2,No,Express,No,No,47,Bank Transfer,Every 3 Months
36,Female,Clothing,50,L,Fall,2.9,No,Standard,No,No,44,Bank Transfer,Bi-Weekly
20,Female,Clothing,91,M,Summer,4.1,No,Free Shipping,No,No,8,Bank Transfer,Every 3 Months
21,Female,Accessories,56,M,Fall,3.6,No,Free Shipping,No,No,13,Credit Card,Quarterly
62,Female,Outerwear,60,L,Fall,4,No,Next Day Air,No,No,10,Cash,Annually
23,Female,Outerwear,34,XL,Fall,4,No,Standard,No,No,1,Credit Card,Fortnightly
26,Female,Footwear,30,M,Spring,3.6,No,Free Shipping,No,No,1,Debit Card,Monthly
30,Female,Accessories,71,L,Winter,3.1,No,Express,No,No,18,Bank Transfer,Annually
18,Female,Clothing,100,S,Winter,4.4,No,Next Day Air,No,No,2,PayPal,Annually
47,Female,Accessories,85,XL,Fall,4.3,No,Next Day Air,No,No,36,Debit Card,Every 3 Months
41,Female,Clothing,83,M,Summer,3.5,No,Next Day Air,No,No,17,Debit Card,Bi-Weekly
62,Female,Outerwear,31,L,Winter,3,No,Standard,No,No,1,Debit Card,Annually
28,Female,Footwear,82,M,Spring,4.7,No,2-Day Shipping,No,No,50,Cash,Quarterly
46,Female,Clothing,79,M,Summer,2.5,No,2-Day Shipping,No,No,3,Credit Card,Bi-Weekly
54,Female,Accessories,62,M,Spring,3.1,No,2-Day Shipping,No,No,45,PayPal,Quarterly
36,Female,Footwear,92,L,Spring,3.3,No,Free Shipping,No,No,28,PayPal,Annually
25,Female,Clothing,58,M,Fall,4.7,No,Next Day Air,No,No,6,Debit Card,Every 3 Months
38,Female,Clothing,88,M,Spring,3.4,No,Next Day Air,No,No,33,Debit Card,Every 3 Months
38,Female,Footwear,44,L,Spring,3.1,No,2-Day Shipping,No,No,29,PayPal,Annually
42,Female,Clothing,56,M,Spring,4.6,No,Store Pickup,No,No,2,PayPal,Every 3 Months
19,Female,Accessories,23,S,Winter,4.9,No,Free Shipping,No,No,43,PayPal,Bi-Weekly
34,Female,Clothing,45,M,Spring,2.7,No,Free Shipping,No,No,48,Cash,Fortnightly
38,Female,Accessories,31,M,Fall,4.2,No,Free Shipping,No,No,43,Credit Card,Weekly
42,Female,Clothing,96,M,Summer,2.6,No,Store Pickup,No,No,26,Debit Card,Bi-Weekly
58,Female,Clothing,96,M,Spring,3.2,No,2-Day Shipping,No,No,26,Debit Card,Bi-Weekly
56,Female,Clothing,80,M,Fall,4.4,No,Standard,No,No,50,Credit Card,Bi-Weekly
62,Female,Clothing,28,L,Fall,3.6,No,Free Shipping,No,No,36,Debit Card,Quarterly
24,Female,Clothing,51,M,Summer,2.7,No,Next Day Air,No,No,26,Bank Transfer,Fortnightly
60,Female,Clothing,41,L,Spring,4.3,No,Express,No,No,2,Debit Card,Monthly
53,Female,Outerwear,99,XL,Summer,2.6,No,Next Day Air,No,No,49,PayPal,Monthly
26,Female,Clothing,53,L,Spring,4.3,No,Store Pickup,No,No,32,Bank Transfer,Bi-Weekly
34,Female,Accessories,25,M,Fall,3.9,No,2-Day Shipping,No,No,3,Venmo,Annually
24,Female,Clothing,95,L,Winter,2.9,No,2-Day Shipping,No,No,38,Venmo,Every 3 Months
42,Female,Clothing,88,M,Fall,3.1,No,Free Shipping,No,No,5,PayPal,Monthly
36,Female,Accessories,97,S,Fall,4.2,No,Free Shipping,No,No,,Credit Card,Every 3 Months
24,Female,Outerwear,81,L,Winter,4.1,No,2-Day Shipping,No,No,43,Venmo,Weekly
39,Female,Accessories,26,S,Winter,4.2,No,Next Day Air,No,No,22,Bank Transfer,Fortnightly
46,Female,Footwear,41,M,Summer,4.4,No,Express,No,No,10,Cash,Every 3 Months
64,Female,Clothing,93,M,Fall,3.4,No,Free Shipping,No,No,26,Credit Card,Monthly
64,Female,Clothing,69,L,Spring,4.8,No,Express,No,No,42,Debit Card,Bi-Weekly
61,Female,Clothing,44,L,Fall,4.5,No,2-Day Shipping,No,No,33,Cash,Weekly
61,Female,Footwear,54,S,Spring,2.7,No,Store Pickup,No,No,23,Bank Transfer,Quarterly
44,Female,Footwear,61,M,Spring,3.5,No,Store Pickup,No,No,30,Venmo,Quarterly
65,Female,Clothing,80,M,Fall,3.1,No,Next Day Air,No,No,36,PayPal,Weekly
60,Female,Accessories,30,M,Summer,2.8,No,Next Day Air,No,No,3,Venmo,Every 3 Months
65,Female,Clothing,94,L,Fall,2.9,No,Store Pickup,No,No,13,PayPal,Annually
27,Female,Clothing,24,XL,Winter,4.5,No,Standard,No,No,38,Cash,Every 3 Months
36,Female,Clothing,21,M,Fall,3.5,No,Next Day Air,No,No,19,Venmo,Monthly
22,Female,Accessories,52,M,Summer,4.3,No,Standard,No,No,14,Bank Transfer,Bi-Weekly
62,Female,Accessories,59,M,Fall,4.9,No,Next Day Air,No,No,43,Debit Card,Annually
